Temperature_C,Humidity,Soil_Moisture,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Soil_pH,Irrigation_Need
38.76,28.99,26.92,519.79,6.58,7.26,7.95,Medium
23.33,85.29,33.91,1846.23,4.29,7.84,6.97,Low
26.66,48.57,61.48,1657.46,7.9,3.36,7.6,Low
32.69,76.88,16.53,2496.86,8.65,2.88,5.27,Low
26.8,76.95,35.78,502.02,7.37,16.49,6.8,Low
38.09,45.59,51.77,808.56,6.51,9.39,5.91,Medium
25.12,58.91,8.95,1913.04,9.53,6.53,7.83,Medium
16.12,40.93,27.38,1673.72,9.21,7.68,7.93,Low
28.5,60.8,43.73,1116.33,4.28,5.18,7.31,Low
37.27,43.16,36.9,211.32,6.38,18.5,8.07,Medium
28.91,32.78,32.7,309.09,4.58,8.42,8.12,Low
14.28,56.47,38.77,1814.24,9.79,6.46,6.25,Low
31.16,94.45,45.95,2187.06,9.09,17.29,7.79,Low
36.1,30.25,38.04,1748.77,4.97,8.05,6.42,Low
34.02,82.87,51.91,1707.62,8.54,3.79,5.23,Low
29.66,39.85,30.67,1543.7,6.33,17.83,6.11,Low
14.87,31.98,64.14,933.63,7.21,8.78,5.45,Low
14.13,26.35,54.31,1875.14,10.78,10.02,7.38,Low
29.14,44.65,18.19,2428.93,4.01,7.77,7.15,Medium
22.88,28.37,30.4,2115.16,7.79,3.64,6.17,Low
38.59,73.73,54.06,1450.04,9.38,15.18,5.78,Medium
40.57,74.57,20.4,1663.77,7.89,6.39,5.51,Medium
40.68,67.51,38.94,404.51,4.77,18.7,5.45,Low
22.38,35.91,34.77,217.84,4.48,14.38,7.89,Medium
33.56,44.17,53.45,460.37,5.62,4.79,7.8,Low
27.78,36.08,49.71,1684.09,9.69,6.96,6.99,Low
36.86,43.89,24.72,560.83,5.63,2.03,6.22,Low
12.28,88.42,59.51,2237.39,6.76,13.5,5.12,Low
21.64,67.94,56.48,1964.09,4.16,7.15,7.61,Low
39.94,34.97,35.82,1284.83,9.73,19.82,6.54,Medium
26.17,60.18,51.32,1351.95,5.69,9.79,4.92,Low
34.21,44.15,57.95,74.19,6.4,19.75,6.73,Medium
32.51,87.36,12.29,916.67,4.66,7.58,8.09,Low
14.56,87.08,10.09,890.39,10.3,11.77,6.27,Medium
28.32,34.39,42.97,503.97,10.36,7.59,6.44,Low
31.56,35.04,46.57,802.29,8.9,2.19,7.63,Low
13.43,86.56,53.59,676.23,10.56,19.46,8.13,Low
14.44,79.37,26.58,581.41,6.43,2.09,8.06,Low
23.88,73.68,10.86,827.46,4.51,15.49,5.13,Low
23.97,75.73,63.39,1977.19,5.68,3.69,6.07,Low
34.99,72.22,10.48,2470.62,5.15,15.86,6.42,Medium
16.9,93.0,46.2,1270.46,9.52,12.58,5.57,Medium
36.2,76.74,40.68,350.76,10.84,19.52,7.11,Low
25.86,52.86,17.17,1018.47,5.64,19.27,8.17,Medium
20.99,71.85,54.89,1715.14,4.85,17.54,6.33,Low
18.62,35.67,8.96,997.3,6.84,15.36,7.97,Low
19.89,87.53,36.56,1551.56,10.62,18.41,7.93,Low
21.81,33.32,29.49,1354.75,9.27,3.37,4.96,Low
18.06,55.36,22.35,1914.55,5.34,16.42,5.21,Medium
17.68,71.35,22.63,2154.9,10.51,11.15,6.46,Medium
21.97,60.21,20.61,1226.42,10.23,8.18,7.89,Low
33.06,88.87,39.6,917.62,7.68,7.21,5.03,Medium
19.51,46.3,16.72,1885.51,6.24,6.13,5.26,Low
28.15,54.89,20.03,2442.81,5.02,18.08,7.39,Low
24.76,41.84,20.06,529.23,5.21,2.77,5.8,Low
32.6,30.77,37.31,2464.74,10.49,5.69,6.06,Low
34.54,29.32,31.05,2405.52,10.7,5.36,5.95,Low
35.11,37.99,54.2,703.65,5.8,10.71,5.69,Medium
16.89,68.94,18.1,899.75,9.01,13.37,5.36,Low
31.14,43.19,12.55,1775.2,5.42,19.91,5.18,High
40.88,87.36,15.52,2385.24,9.93,1.29,7.52,Low
14.12,77.82,18.67,88.45,10.4,17.81,5.1,High
40.05,79.37,48.24,506.2,7.35,18.29,7.05,Medium
32.44,48.42,38.2,1015.23,6.02,4.52,6.75,Low
18.37,34.97,49.87,871.34,8.0,6.36,6.05,Low
14.76,94.48,64.86,1804.49,10.87,2.97,5.67,Low
34.19,46.39,37.8,2359.94,4.47,9.18,6.65,Medium
35.86,88.78,60.87,1873.56,9.06,10.35,6.53,Low
13.0,44.47,41.34,2085.65,4.62,4.44,6.96,Low
36.69,25.88,61.97,2438.41,5.99,3.55,5.83,Low
15.35,35.19,49.28,657.42,8.48,5.74,6.4,Low
26.89,55.4,44.4,1301.01,4.92,15.85,6.06,Low
24.76,46.77,63.6,1344.74,8.97,13.02,7.93,Low
18.09,38.29,11.13,1601.13,7.67,6.42,7.63,Low
16.39,76.97,55.24,20.03,10.5,9.1,6.14,Medium
28.59,54.34,19.98,898.55,10.38,18.7,4.92,Medium
13.19,86.93,58.92,129.45,7.8,3.84,6.51,Medium
25.0,53.84,12.65,2238.41,4.92,7.84,5.46,Low
22.19,61.3,10.32,1041.33,4.88,1.9,6.69,Low
27.38,47.67,50.9,786.64,6.95,7.86,7.05,Low
31.76,41.44,46.05,2055.85,8.99,2.19,5.93,Low
31.48,54.87,47.51,1140.5,5.51,12.71,6.18,Medium
25.42,79.42,49.41,613.97,7.68,2.69,7.13,Low
28.58,31.44,9.69,1134.52,8.04,15.09,6.06,Medium
25.56,35.46,59.73,540.18,7.25,2.39,7.86,Low
39.16,43.99,56.05,1848.63,9.09,15.14,6.58,Low
14.19,50.31,16.45,2455.74,5.47,13.45,7.84,Medium
24.1,63.68,51.31,69.71,10.5,19.21,7.25,Medium
36.88,64.43,63.41,1571.19,5.93,13.1,5.85,Low
15.2,75.35,30.01,1929.78,6.15,4.17,4.84,Low
15.92,72.71,16.29,1350.13,8.43,1.86,6.95,Medium
27.3,85.46,61.53,996.83,9.62,12.38,5.73,Medium
38.97,30.93,43.13,791.01,5.42,17.67,7.17,Medium
28.27,30.31,40.5,1892.11,9.9,8.36,6.51,Low
18.08,66.6,30.44,1580.55,5.64,3.18,8.02,Low
41.5,70.31,19.53,1001.99,7.61,14.21,6.98,Medium
37.8,43.12,32.12,2023.64,10.06,12.72,6.45,Medium
12.36,68.46,24.98,2086.97,7.94,4.75,8.07,Medium
19.6,76.05,61.23,1201.05,9.58,13.01,6.19,Low
17.5,31.59,57.98,1116.07,9.74,16.29,5.05,Low
22.42,57.25,36.42,785.71,7.54,2.44,7.61,Low
29.15,89.19,53.98,1888.08,4.17,11.11,6.28,Low
31.19,63.58,29.96,1004.96,9.48,4.79,6.43,Low
21.63,82.57,61.11,1541.91,8.86,18.24,8.11,Low
38.34,29.88,39.06,1575.85,5.83,15.14,7.05,Low
30.82,63.58,9.57,1305.8,10.45,5.22,5.13,Medium
33.59,40.0,13.21,256.5,5.85,15.98,6.59,Medium
25.06,60.63,52.41,1042.99,8.77,1.97,5.01,Low
24.75,75.38,43.97,2159.13,6.55,18.77,6.31,Low
12.37,84.63,25.33,369.07,6.62,15.35,6.65,Low
17.24,59.72,58.38,1294.37,7.53,11.83,5.76,Low
19.19,47.46,44.17,236.37,8.26,6.1,6.1,Medium
24.37,43.78,14.12,1820.73,4.37,19.11,5.69,Medium
40.89,79.93,51.84,1902.27,8.29,8.25,7.16,Low
22.53,75.4,52.27,780.86,9.63,2.05,5.76,Low
22.24,33.83,14.21,423.86,8.31,4.32,7.34,Low
32.03,35.07,11.74,249.33,8.47,5.44,5.62,High
32.3,81.84,30.86,430.63,7.02,15.1,5.15,Medium
27.14,26.41,23.45,2284.47,10.14,9.84,7.84,Medium
15.39,62.17,62.83,528.35,6.52,6.37,5.71,Low
20.89,38.55,14.44,266.6,6.42,18.15,6.66,Medium
12.27,91.37,49.41,63.55,7.16,7.57,4.9,Medium
36.42,51.55,24.0,1732.31,8.99,16.77,4.98,Medium
25.53,27.86,46.32,2053.32,7.72,14.0,7.32,Low
38.1,29.68,24.66,2187.51,10.01,2.9,7.84,Low
33.26,84.03,14.87,1706.0,9.68,1.34,8.15,Low
28.95,37.63,26.56,1705.6,6.99,12.23,5.52,Medium
30.86,83.45,44.19,1936.38,4.06,17.26,5.46,Low
39.01,39.88,32.79,1546.45,9.04,15.47,6.09,Low
14.97,85.9,27.16,944.74,5.94,2.78,7.22,Low
32.82,83.15,20.54,50.57,4.03,2.4,4.94,High
26.26,32.78,28.99,1986.28,8.32,18.46,6.91,Medium
27.47,92.97,57.24,460.44,10.28,5.32,6.13,Low
32.76,76.77,40.41,62.59,5.09,10.97,8.17,Medium
19.56,73.45,50.06,1362.48,7.81,2.17,7.32,Low
29.49,71.09,18.89,282.95,4.98,14.5,8.01,Medium
33.74,71.71,42.94,1651.77,5.21,19.42,7.79,Medium
32.34,35.66,62.94,1184.35,6.87,18.67,5.17,Low
19.26,39.06,11.04,1520.11,4.66,7.0,7.51,Medium
13.17,36.83,29.01,2297.86,4.25,11.8,6.59,Medium
16.58,26.88,45.83,52.29,8.93,8.79,7.16,Medium
27.6,84.36,30.68,709.64,9.96,4.62,6.86,Low
26.75,76.78,38.61,2291.94,5.12,3.77,7.18,Low
21.39,93.42,13.58,1242.89,7.3,15.35,7.97,Low
29.02,64.19,34.05,1107.78,5.3,2.18,7.44,Low
28.89,35.81,48.07,2011.82,10.79,17.48,4.88,Low
12.94,94.78,16.1,1074.95,5.59,2.19,7.79,Low
19.2,45.84,53.18,1895.34,8.85,14.3,7.21,Low
29.84,73.79,50.1,2100.21,6.0,17.7,7.74,Low
27.73,43.09,13.0,1810.88,7.28,3.32,5.5,Low
19.7,86.96,8.65,2479.76,6.1,18.82,4.92,Medium
28.28,48.18,34.89,1523.81,10.53,12.86,5.39,Low
19.18,73.09,31.95,2299.48,7.24,19.83,4.91,Low
31.24,72.22,62.06,1416.56,8.72,10.07,6.18,Low
19.68,29.27,46.25,913.36,8.06,12.46,5.37,Low
17.5,28.12,35.82,142.24,4.52,5.95,6.14,Low
22.35,51.62,12.41,919.04,9.91,6.11,8.14,Medium
34.44,82.21,15.48,1199.12,9.35,8.28,7.52,Medium
17.59,77.16,36.83,2345.03,7.73,4.07,5.91,Low
20.73,34.22,36.47,1006.36,9.24,9.54,5.41,Low
38.48,63.77,49.41,866.15,10.73,12.52,5.15,Low
18.46,41.72,17.99,1661.08,9.64,3.01,6.48,Medium
14.45,81.59,44.26,1087.48,10.08,3.17,7.48,Low
41.0,53.17,28.71,766.75,9.7,1.08,6.42,Medium
33.64,44.62,50.3,1630.59,10.81,10.3,5.05,Low
13.16,30.02,59.32,1511.69,6.61,0.5,5.72,Low
27.37,70.47,37.64,1024.39,7.34,18.07,7.77,Low
33.56,78.25,33.79,1309.8,9.84,17.14,7.57,Medium
40.32,68.69,43.17,918.15,9.51,3.8,5.72,Low
13.44,69.7,9.52,1278.5,7.33,3.81,8.17,Low
17.12,54.78,34.89,633.6,10.26,19.21,6.28,Medium
21.04,49.1,39.86,354.84,6.51,10.35,5.19,Low
25.46,64.33,53.58,956.4,4.58,6.48,4.97,Low
22.79,30.04,53.02,461.77,4.27,17.1,6.44,Medium
29.67,80.36,32.74,1835.41,10.53,8.33,5.51,Low
21.25,29.54,13.11,824.05,4.5,4.16,6.96,Low
19.1,50.71,62.72,596.2,6.52,9.84,6.37,Low
24.79,65.68,43.72,1369.49,6.34,12.37,7.08,Low
26.92,71.14,62.31,587.23,10.95,16.86,6.31,Low
16.98,80.71,28.96,592.7,8.21,17.35,5.99,Low
17.41,82.41,38.85,1906.66,6.15,13.4,6.56,Low
15.36,35.81,53.38,516.58,8.61,12.01,6.49,Low
16.65,78.52,64.09,271.6,4.43,11.71,5.14,Medium
16.88,91.59,63.45,2447.66,9.88,1.2,5.64,Low
31.23,75.56,39.39,2042.37,8.86,19.86,5.71,Medium
26.37,65.09,40.02,1910.84,7.32,7.34,6.84,Low
19.76,90.17,20.42,2248.05,9.99,0.64,7.35,Low
22.78,29.63,43.8,2231.02,10.85,14.52,7.11,Low
27.7,33.52,12.53,473.66,8.01,7.61,7.13,Medium
25.74,46.42,50.06,1590.19,7.6,10.2,5.05,Low
32.02,27.11,26.62,2344.56,6.61,15.04,7.94,Medium
35.56,27.17,60.22,2036.51,5.45,10.56,7.31,Medium
13.36,38.24,22.58,579.46,4.79,4.6,6.41,Low
18.78,93.07,14.6,1518.44,9.55,17.9,5.34,Low
37.58,76.87,20.37,1138.88,4.71,0.65,7.59,Medium
20.49,69.59,47.9,380.26,8.03,16.56,6.29,Low
29.52,72.85,36.83,1651.68,9.67,3.63,5.78,Low
17.73,38.17,57.96,1746.66,8.02,8.81,6.78,Low
29.01,31.71,52.16,1302.69,8.87,14.55,5.3,Low
38.57,27.63,59.99,1693.39,10.34,1.76,6.12,Low
24.25,84.3,60.27,1290.25,9.82,15.28,5.83,Low
28.44,34.67,56.28,304.28,10.93,11.33,7.62,Low
23.27,63.37,43.87,1081.17,10.11,5.2,7.19,Low
31.16,83.9,21.22,2335.33,4.47,1.95,5.3,Medium
39.15,85.77,8.07,234.81,10.41,8.6,5.02,High
17.3,71.18,32.84,573.72,7.8,0.72,5.78,Low
31.6,80.81,39.06,1638.49,5.43,10.16,7.89,Low
31.0,82.04,56.99,251.3,5.88,12.09,5.05,Medium
14.93,82.96,38.57,48.11,8.58,17.82,6.32,Medium
37.27,63.14,37.73,1125.12,9.25,18.09,8.17,Medium
32.36,67.59,53.34,1598.14,10.77,16.88,6.0,Low
12.28,78.08,15.7,2474.61,10.5,7.61,6.85,Low
35.76,33.69,29.18,1336.05,4.94,14.87,6.32,Medium
30.03,64.37,15.8,1671.53,4.74,3.36,5.78,Medium
27.02,77.54,12.63,1303.57,7.14,13.08,7.68,Medium
28.91,87.84,12.02,883.25,5.4,12.76,8.02,Medium
18.52,28.12,12.31,497.07,10.9,5.88,8.02,Medium
41.93,75.04,54.46,1370.69,6.48,1.95,8.12,Low
35.86,70.51,61.89,1950.59,8.76,8.25,7.28,Low
26.2,48.27,27.04,248.17,10.96,8.46,6.22,Low
33.04,83.28,46.18,1201.5,5.5,16.09,8.0,Medium
12.45,33.95,32.58,1244.64,7.52,14.91,6.24,Low
27.07,49.1,36.64,1460.66,7.35,1.83,7.16,Low
18.25,78.83,46.41,2405.87,10.94,3.2,6.17,Low
35.25,58.36,30.9,1948.34,6.58,6.72,6.44,Low
12.25,39.97,42.01,2088.39,5.52,10.12,5.9,Medium
18.64,61.09,40.71,1482.85,9.58,7.4,5.38,Low
17.86,26.24,24.21,856.82,7.53,18.45,5.29,Medium
25.06,30.82,56.98,1808.92,7.11,10.03,5.09,Low
33.43,46.03,38.7,388.08,10.22,16.43,6.51,Low
27.31,89.47,44.64,1081.64,5.45,9.44,5.02,Low
24.95,70.47,15.62,896.3,4.69,6.47,6.24,Low
18.39,48.74,38.75,2307.83,7.79,11.93,6.83,Medium
31.12,56.45,55.73,1199.45,7.5,7.76,7.82,Medium
34.5,76.12,33.22,1259.55,8.16,6.29,5.71,Medium
41.5,79.67,58.16,843.7,10.35,17.27,6.63,Medium
20.23,36.25,14.41,494.26,7.58,12.97,8.15,Medium
27.21,27.68,42.22,2362.28,9.34,15.01,7.32,Low
37.97,93.0,8.19,2389.73,10.6,8.88,5.69,Medium
28.91,32.77,59.1,1442.29,4.34,19.02,7.76,Low
25.15,82.56,48.26,866.96,5.19,17.66,4.87,Low
29.91,57.72,21.91,1474.43,7.13,5.06,7.42,Medium
35.68,59.17,62.31,1927.03,8.3,7.47,8.0,Medium
17.07,62.24,36.94,1618.23,4.26,12.5,6.0,Medium
13.45,25.94,63.67,1279.5,6.17,16.26,6.2,Low
33.32,67.46,55.37,2189.75,5.95,12.98,6.74,Medium
24.11,65.55,40.27,1260.09,6.43,11.32,5.09,Low
20.63,80.74,44.84,1174.47,8.13,16.69,7.39,Medium
15.02,67.37,63.25,1461.48,8.02,14.97,6.15,Medium
24.1,81.3,58.74,381.57,4.53,10.68,6.52,Low
19.41,64.71,27.04,1698.51,9.09,15.56,6.9,Low
22.83,26.5,14.61,2406.79,8.63,13.71,7.54,Medium
14.71,30.13,17.17,489.82,5.74,16.17,7.41,Low
40.56,77.56,34.13,260.78,7.76,2.43,5.37,Medium
35.46,56.63,56.24,2424.51,9.29,18.3,6.37,Low
24.73,80.08,54.85,2470.05,6.73,3.81,7.7,Low
18.71,82.22,25.39,2462.36,8.23,18.78,7.45,Medium
12.88,37.36,44.5,711.48,4.57,2.19,6.66,Low
40.49,51.27,27.03,1978.39,5.12,3.81,7.7,Low
41.6,25.15,13.98,360.71,9.73,2.89,5.12,Medium
28.65,51.34,43.53,1768.08,8.5,19.17,6.93,Low
37.99,79.08,42.29,255.03,10.89,17.42,4.85,Medium
23.36,68.72,20.6,514.43,7.65,4.34,4.86,Low
32.53,69.4,39.96,274.07,4.39,10.22,5.04,Medium
14.93,79.93,52.7,1077.68,4.11,18.02,5.8,Low
41.5,53.12,37.95,2283.95,7.87,7.1,5.29,Low
30.76,66.75,15.47,1026.98,10.32,16.72,5.65,Medium
18.4,50.77,16.37,2296.5,5.49,18.59,6.99,Medium
37.33,44.34,19.92,1752.84,8.61,5.55,7.53,Medium
14.72,43.57,55.53,1709.69,9.22,12.94,6.63,Medium
38.77,40.09,29.25,1779.93,10.02,1.62,5.04,Medium
41.52,85.63,34.07,1206.93,7.68,15.87,5.01,Low
18.44,38.69,61.42,926.65,8.11,8.26,5.49,Low
20.79,74.64,12.76,1954.77,4.82,15.75,7.53,Low
30.36,54.49,54.23,1167.89,9.46,17.02,7.91,Low
36.18,88.79,13.8,618.57,7.61,19.37,7.15,High
15.22,63.04,40.5,2031.51,10.35,11.54,6.56,Medium
17.3,74.23,41.79,96.93,10.67,11.32,4.95,Medium
35.78,62.36,17.38,1547.66,6.86,15.12,7.95,Medium
25.07,92.95,20.75,1750.05,4.55,7.41,5.58,Medium
27.25,88.36,47.57,1612.99,6.82,16.49,6.51,Low
20.73,44.6,26.5,1635.76,5.78,10.88,6.95,Low
29.84,82.65,63.99,545.41,9.9,1.85,6.04,Low
20.58,37.23,52.73,367.03,6.36,19.95,6.8,Low
34.01,89.4,25.27,474.99,10.49,14.04,6.16,Medium
32.05,48.4,57.87,98.28,6.19,2.36,6.81,Medium
19.89,90.8,45.93,1395.41,7.86,2.63,5.32,Low
18.05,30.24,43.06,1225.05,6.77,5.7,7.46,Low
13.2,76.41,22.7,700.15,10.75,5.16,7.63,Low
16.32,92.22,44.1,328.15,10.22,6.18,5.83,Low
39.62,60.95,9.18,1944.63,9.61,11.5,7.87,Medium
26.97,68.88,56.72,2151.91,8.02,3.89,7.14,Low
27.96,60.08,20.85,524.21,8.33,14.31,6.61,Medium
18.73,74.73,33.01,625.79,10.34,12.27,6.38,Medium
38.54,81.25,8.42,2167.85,10.49,19.26,4.97,High
36.97,27.76,62.05,1727.46,10.21,19.55,5.3,Medium
35.16,34.01,55.32,580.08,8.68,12.42,4.98,Medium
13.68,81.65,13.6,1690.68,4.84,16.1,7.98,Low
27.27,87.5,28.27,1768.45,6.91,17.77,5.89,Low
36.43,76.36,21.57,981.35,5.86,1.52,5.39,Medium
23.54,42.2,45.24,1204.54,5.77,7.99,7.73,Low
13.94,47.4,48.26,2033.77,7.89,14.29,6.87,Medium
14.21,38.25,20.47,217.0,5.39,11.08,7.23,High
40.69,90.19,51.53,2323.49,5.58,6.6,5.58,Medium
36.55,87.33,58.24,314.41,4.45,16.85,7.38,Medium
39.29,29.24,27.36,1469.6,10.66,13.62,6.28,Medium
14.8,27.26,39.32,2238.64,5.93,16.29,8.18,Low
39.99,31.09,20.9,438.31,5.21,19.13,7.93,Medium
34.82,25.46,21.42,1515.05,5.52,10.21,6.94,High
36.28,49.78,21.58,2128.94,6.74,1.64,5.39,Low
34.29,48.89,24.8,1416.57,10.14,16.01,5.48,Medium
28.89,41.9,31.91,1575.61,7.62,18.92,4.93,Medium
14.87,26.8,16.08,1659.8,9.83,3.36,5.1,Low
19.88,52.99,45.69,1774.72,6.22,18.23,7.9,Low
36.98,39.66,27.03,1455.74,6.3,16.38,7.63,Low
27.63,78.8,47.36,253.45,7.19,19.97,7.25,Medium
34.03,44.63,28.09,1577.08,10.28,0.74,6.52,Low
24.92,66.62,57.3,1903.52,7.42,15.32,5.61,Low
22.57,60.42,18.74,1518.09,7.35,5.53,6.7,Low
38.35,33.95,57.47,2496.5,6.94,0.96,6.35,Low
24.12,50.77,36.09,1509.79,9.67,19.64,7.94,Low
15.13,37.9,60.04,1289.83,7.4,5.38,5.82,Low
21.72,48.66,43.19,2185.74,9.45,13.04,5.7,Low
28.92,45.13,60.14,461.58,7.05,16.12,7.58,Medium
27.92,92.32,27.77,1553.56,4.13,4.64,7.72,Low
23.65,49.01,40.11,1378.91,8.95,20.0,7.75,Medium
26.7,30.21,47.25,2047.21,6.38,12.13,7.5,Low
34.45,92.25,27.45,1531.15,8.55,14.21,5.71,Low
31.83,94.71,36.2,491.29,9.62,2.12,7.83,Low
40.67,54.07,47.83,408.09,10.48,7.0,6.64,Low
20.27,91.16,27.52,1481.3,10.88,12.51,5.6,Medium
28.95,77.47,61.6,1330.05,4.55,15.12,6.86,Low
25.16,38.84,37.45,1275.9,4.6,8.88,5.68,Low
19.44,64.0,36.41,2463.0,5.55,16.83,6.96,Low
16.09,74.46,57.84,440.89,5.79,1.96,5.09,Low
13.05,30.24,49.98,1207.22,7.84,16.3,5.14,Low
21.21,66.92,13.01,1494.28,7.88,19.37,7.37,Medium
12.47,92.12,60.82,655.7,4.12,18.72,8.08,Medium
41.98,30.48,35.51,181.35,7.95,1.95,7.51,Medium
24.81,93.71,64.33,2089.35,5.61,9.41,7.42,Low
25.54,36.73,62.53,2406.64,4.37,10.37,5.1,Low
24.03,49.3,19.87,1483.96,10.25,7.99,7.61,Low
31.22,78.52,44.53,180.68,6.86,5.4,7.3,Medium
39.03,37.18,53.64,231.53,9.94,4.85,6.65,Medium
20.94,31.51,34.09,906.06,8.95,6.89,4.95,Low
41.81,78.7,12.01,1146.64,5.58,6.51,6.8,Medium
16.44,27.06,10.53,2050.06,7.77,11.99,7.89,Medium
16.02,93.31,30.25,1675.21,9.5,13.2,6.35,Low
34.07,36.94,59.16,1711.43,4.89,3.68,7.7,Low
39.12,60.57,34.1,471.98,4.95,17.7,4.83,Low
30.86,66.13,20.26,1917.65,4.06,0.94,6.58,Low
14.24,94.73,13.97,2474.1,6.44,19.64,5.97,Medium
20.81,83.59,58.29,2264.52,8.28,1.51,7.56,Low
39.42,78.89,29.52,2336.06,4.11,2.27,7.96,Low
32.91,88.75,14.54,2054.66,9.39,6.3,6.34,Medium
19.75,75.62,31.6,1944.19,8.27,1.79,7.14,Low
22.23,66.72,50.85,2215.12,9.8,15.52,7.01,Medium
37.93,35.21,36.44,277.25,7.17,1.96,7.34,Medium
17.09,73.63,62.18,1399.17,7.56,15.93,7.27,Medium
26.39,55.3,22.6,946.9,5.97,8.01,5.14,Medium
28.61,85.42,20.78,1167.86,8.27,11.88,8.01,Medium
25.84,32.96,29.7,1233.38,8.72,11.38,7.23,Low
27.91,29.92,28.22,1464.78,5.65,19.03,7.9,Low
39.02,45.04,51.5,2303.12,4.9,11.47,7.94,Low
27.78,71.78,46.13,1935.63,10.56,9.76,5.49,Low
12.05,56.25,10.29,1107.13,8.73,6.33,6.37,Low
39.49,33.65,33.74,853.87,7.37,14.96,8.09,Medium
12.21,89.56,9.45,1663.21,6.39,13.11,6.56,Medium
20.55,57.65,56.66,2190.44,6.18,4.17,4.94,Low
19.93,27.22,32.75,2.77,6.06,3.21,7.43,Low
24.79,58.48,49.41,255.88,6.33,11.68,7.3,Medium
35.58,81.7,26.9,981.34,4.51,16.71,7.9,Low
19.0,27.56,14.08,2493.23,5.16,4.63,7.1,Low
32.99,87.73,53.56,2220.98,5.15,19.3,6.93,Low
18.4,39.78,52.22,51.65,10.14,17.73,5.19,Medium
26.16,57.37,56.21,2136.96,8.08,14.89,4.83,Low
14.7,36.19,32.05,2124.73,9.01,8.04,7.49,Low
35.49,85.29,8.34,491.3,5.02,4.35,6.16,Medium
24.62,56.42,18.08,1837.86,8.98,18.94,7.34,Low
22.59,83.45,32.35,545.65,5.07,1.68,7.72,Low
16.58,72.79,38.44,634.85,4.59,12.96,5.56,Medium
13.89,52.56,49.15,2251.52,7.01,9.51,5.52,Low
22.12,93.74,49.73,2164.06,4.04,2.59,5.55,Low
41.59,40.15,15.96,521.12,6.94,10.29,5.2,Medium
41.88,45.25,14.15,932.87,6.03,4.74,6.19,Low
35.13,77.31,58.98,2482.65,10.18,2.47,6.44,Low
12.3,78.62,47.07,1696.17,8.4,12.59,7.63,Low
26.73,56.8,48.81,158.52,6.65,4.64,5.31,Low
34.92,33.63,20.82,2064.73,10.35,8.73,7.69,Low
30.96,53.4,38.1,2129.5,7.81,1.48,5.04,Low
41.34,53.5,59.56,1290.53,5.3,14.93,7.5,Low
33.34,62.51,20.5,402.92,7.03,13.55,5.1,Medium
17.3,82.92,33.16,1026.6,8.04,16.51,5.28,Low
25.21,51.25,22.19,800.33,5.98,2.28,6.85,Medium
33.52,27.48,20.79,1169.77,6.51,17.04,5.42,Medium
32.14,70.29,24.05,1241.66,6.47,7.8,6.75,Low
39.12,41.09,23.46,203.81,5.76,15.1,5.45,Medium
33.02,38.67,31.76,1156.89,5.43,12.78,6.13,Medium
37.95,64.05,58.68,893.22,8.16,9.7,8.14,Low
29.53,35.0,30.53,2391.43,10.62,16.82,7.94,Low
32.81,69.12,60.16,657.27,8.49,1.62,5.74,Low
26.55,93.54,52.16,1086.26,5.54,15.28,4.98,Low
28.65,51.65,42.42,1293.56,4.02,19.19,6.89,Low
37.51,70.23,39.45,1823.24,9.77,13.01,5.2,Medium
13.33,41.52,44.39,1073.44,6.98,15.76,5.97,Low
40.24,44.45,24.36,2276.09,4.04,0.69,5.42,Low
41.73,71.0,22.38,136.68,8.83,15.41,7.68,High
31.51,75.29,16.8,1201.59,5.42,6.69,6.38,Low
17.43,80.65,60.56,708.34,9.82,5.49,5.34,Low
31.35,50.96,27.9,1652.36,10.23,9.86,5.75,Low
36.86,87.46,25.31,2352.67,5.69,15.34,5.07,Medium
23.86,63.04,35.08,2060.67,6.13,3.21,7.76,Low
17.34,67.61,21.1,727.1,9.88,9.98,7.23,Medium
31.45,40.67,11.37,406.75,7.22,2.27,4.99,Low
16.38,67.51,44.33,943.12,6.89,13.3,7.37,Medium
22.58,45.98,62.33,1153.65,8.33,10.44,6.5,Low
22.25,73.69,55.89,437.01,5.93,18.51,5.62,Low
23.58,88.47,60.29,513.81,5.12,6.79,7.18,Low
26.27,38.46,15.74,2369.58,10.78,12.26,4.92,Medium
30.95,82.34,39.21,1742.35,10.51,4.89,5.65,Medium
25.51,75.41,57.37,550.15,6.06,18.46,6.45,Low
17.21,39.05,11.34,840.67,5.07,16.64,6.6,Low
31.05,44.3,13.43,403.36,5.9,3.14,6.3,Medium
19.77,67.81,59.94,1490.89,4.03,5.59,5.16,Low
25.67,80.3,23.58,1072.78,9.18,9.35,6.88,Medium
19.13,69.3,39.46,2306.27,7.6,15.51,7.11,Low
19.25,57.51,44.91,629.44,6.11,19.99,6.3,Low
26.86,42.25,21.47,2384.95,6.52,9.83,5.99,Low
26.34,34.94,21.92,2175.99,4.55,8.37,7.35,Low
35.4,35.76,60.18,304.46,9.25,1.46,5.07,Low
25.02,85.91,11.4,2121.38,9.23,11.11,4.94,Low
24.99,75.96,59.04,685.14,4.2,16.85,6.25,Low
25.0,77.05,38.32,632.29,10.28,18.61,4.81,Medium
25.83,81.38,30.1,773.45,6.51,1.72,8.03,Low
17.99,73.89,34.15,2261.26,4.9,6.65,5.44,Low
